index,id,name,type,equipment,movementPattern,variantGroupId,efc,cnc,ssc,ttc,subMuscleGroup,muscles,technicalAspectCount,flagCount,highestSeverity,flagCodes,flagDetails,sample10Percent
232,back_encogimientos_mancuernas,Encogimientos de Hombros con Mancuernas,Aislamiento,Mancuerna,Elevación Escapular,,2.5,2.0,0.4,1.8,Trapecio Superior,Trapecio:primary:1.0:superior | Antebrazo:secondary:0.5:agarre,0,2,BLUE,1.5_FREE_EMPHASIS | 3.1_IQR_TTC,"1.5_FREE_EMPHASIS: Emphasis libre ""agarre"" en Antebrazo. || 3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Aislamiento, equipo=Mancuerna (1.35–1.75).",
233,back_encogimientos_kettlebell,Encogimientos de Hombros con Kettlebell,Aislamiento,Kettlebell,Elevación Escapular,,2.5,2.0,0.4,1.8,Trapecio Superior,Trapecio:primary:1.0:superior | Antebrazo:secondary:0.5:agarre,0,3,BLUE,1.5_FREE_EMPHASIS | 3.1_IQR_SSC | 3.1_IQR_TTC,"1.5_FREE_EMPHASIS: Emphasis libre ""agarre"" en Antebrazo. || 3.1_IQR_SSC: ssc=0.4 es outlier IQR para tipo=Aislamiento, equipo=Kettlebell (-0.05–0.35). || 3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Aislamiento, equipo=Kettlebell (1.35–1.75).",
234,back_encogimientos_polea,Encogimientos de Hombros en Polea,Aislamiento,Polea,Elevación Escapular,,2.5,2.0,0.4,1.8,Trapecio Superior,Trapecio:primary:1.0:superior | Antebrazo:secondary:0.5:agarre,0,3,BLUE,1.5_FREE_EMPHASIS | 3.1_IQR_SSC | 3.1_IQR_TTC,"1.5_FREE_EMPHASIS: Emphasis libre ""agarre"" en Antebrazo. || 3.1_IQR_SSC: ssc=0.4 es outlier IQR para tipo=Aislamiento, equipo=Polea (-0.05–0.35). || 3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Aislamiento, equipo=Polea (1.35–1.75).",
235,back_encogimientos_maquina_smith,Encogimientos de Hombros en Máquina Smith,Aislamiento,Máquina Smith,Elevación Escapular,,2.5,2.0,0.4,1.8,Trapecio Superior,Trapecio:primary:1.0:superior | Antebrazo:secondary:0.5:agarre,0,1,BLUE,1.5_FREE_EMPHASIS,"1.5_FREE_EMPHASIS: Emphasis libre ""agarre"" en Antebrazo.",
236,back_encogimientos_maquina,Encogimientos de Hombros en Máquina,Aislamiento,Máquina,Elevación Escapular,,2.5,2.0,0.4,1.8,Trapecio Superior,Trapecio:primary:1.0:superior | Antebrazo:secondary:0.5:agarre,0,1,BLUE,1.5_FREE_EMPHASIS,"1.5_FREE_EMPHASIS: Emphasis libre ""agarre"" en Antebrazo.",
237,back_encogimientos_maquina_barra_t,Encogimientos de Hombros en Máquina de Barra T,Aislamiento,Máquina,Elevación Escapular,,2.5,2.0,0.4,1.8,Trapecio Superior,Trapecio:primary:1.0:superior | Antebrazo:secondary:0.5:agarre,0,1,BLUE,1.5_FREE_EMPHASIS,"1.5_FREE_EMPHASIS: Emphasis libre ""agarre"" en Antebrazo.",
238,back_encogimientos_kelso_banco_plano_mancuernas,Encogimientos Kelso en Banco Plano con Mancuernas,Aislamiento,Mancuerna,Elevación Escapular,,2.5,2.0,0.4,1.8,Trapecio Medio,Trapecio:primary:1.0:medio/romboides | Dorsales:secondary:0.6: | Deltoides:secondary:0.5:posterior,0,1,BLUE,3.1_IQR_TTC,"3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Aislamiento, equipo=Mancuerna (1.35–1.75).",YES
239,back_encogimientos_kelso_banco_inclinado_mancuernas,Encogimientos Kelso en Banco Inclinado con Mancuernas,Aislamiento,Mancuerna,Elevación Escapular,,2.5,2.0,0.4,1.8,Trapecio Medio,Trapecio:primary:1.0:medio/romboides | Dorsales:secondary:0.6: | Deltoides:secondary:0.5:posterior,0,1,BLUE,3.1_IQR_TTC,"3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Aislamiento, equipo=Mancuerna (1.35–1.75).",
240,back_encogimientos_kelso_banco_plano_barra_ez,Encogimientos Kelso en Banco Plano con Barra EZ,Aislamiento,Barra EZ,Elevación Escapular,,2.5,2.0,0.4,1.8,Trapecio Medio,Trapecio:primary:1.0:medio/romboides | Dorsales:secondary:0.6: | Deltoides:secondary:0.5:posterior,0,2,BLUE,3.1_IQR_SSC | 3.1_IQR_TTC,"3.1_IQR_SSC: ssc=0.4 es outlier IQR para tipo=Aislamiento, equipo=Barra EZ (-0.05–0.35). || 3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Aislamiento, equipo=Barra EZ (1.35–1.75).",
241,back_encogimientos_kelso_banco_inclinado_barra_ez,Encogimientos Kelso en Banco Inclinado con Barra EZ,Aislamiento,Barra EZ,Elevación Escapular,,2.5,2.0,0.4,1.8,Trapecio Medio,Trapecio:primary:1.0:medio/romboides | Dorsales:secondary:0.6: | Deltoides:secondary:0.5:posterior,0,2,BLUE,3.1_IQR_SSC | 3.1_IQR_TTC,"3.1_IQR_SSC: ssc=0.4 es outlier IQR para tipo=Aislamiento, equipo=Barra EZ (-0.05–0.35). || 3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Aislamiento, equipo=Barra EZ (1.35–1.75).",
242,back_encogimientos_kelso_banco_plano_kettlebell,Encogimientos Kelso en Banco Plano con Kettlebells,Aislamiento,Kettlebell,Elevación Escapular,,2.5,2.0,0.4,1.8,Trapecio Medio,Trapecio:primary:1.0:medio/romboides | Dorsales:secondary:0.6: | Deltoides:secondary:0.5:posterior,0,2,BLUE,3.1_IQR_SSC | 3.1_IQR_TTC,"3.1_IQR_SSC: ssc=0.4 es outlier IQR para tipo=Aislamiento, equipo=Kettlebell (-0.05–0.35). || 3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Aislamiento, equipo=Kettlebell (1.35–1.75).",
243,back_encogimientos_kelso_banco_inclinado_kettlebell,Encogimientos Kelso en Banco Inclinado con Kettlebells,Aislamiento,Kettlebell,Elevación Escapular,,2.5,2.0,0.4,1.8,Trapecio Medio,Trapecio:primary:1.0:medio/romboides | Dorsales:secondary:0.6: | Deltoides:secondary:0.5:posterior,0,2,BLUE,3.1_IQR_SSC | 3.1_IQR_TTC,"3.1_IQR_SSC: ssc=0.4 es outlier IQR para tipo=Aislamiento, equipo=Kettlebell (-0.05–0.35). || 3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Aislamiento, equipo=Kettlebell (1.35–1.75).",YES
244,back_encogimientos_kelso_polea,Encogimientos Kelso en Polea,Aislamiento,Polea,Elevación Escapular,,2.5,2.0,0.4,1.8,Trapecio Medio,Trapecio:primary:1.0:medio/romboides | Dorsales:secondary:0.6: | Deltoides:secondary:0.5:posterior,0,2,BLUE,3.1_IQR_SSC | 3.1_IQR_TTC,"3.1_IQR_SSC: ssc=0.4 es outlier IQR para tipo=Aislamiento, equipo=Polea (-0.05–0.35). || 3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Aislamiento, equipo=Polea (1.35–1.75).",
245,back_encogimientos_kelso_banda,Encogimientos Kelso en Banda Elástica,Aislamiento,Banda Elástica,Elevación Escapular,,2.5,2.0,0.4,1.8,Trapecio Medio,Trapecio:primary:1.0:medio/romboides | Dorsales:secondary:0.6: | Deltoides:secondary:0.5:posterior,0,2,BLUE,3.1_IQR_SSC | 3.1_IQR_TTC,"3.1_IQR_SSC: ssc=0.4 es outlier IQR para tipo=Aislamiento, equipo=Banda Elástica (-0.05–0.35). || 3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Aislamiento, equipo=Banda Elástica (1.35–1.75).",
246,back_band_pull_apart,Band Pull-Apart,Aislamiento,Banda Elástica,Tirón Horizontal,,2.5,2.0,0.4,1.8,Trapecio / Escapular,Trapecio:primary:1: | Deltoides:secondary:0.5:,0,2,BLUE,3.1_IQR_SSC | 3.1_IQR_TTC,"3.1_IQR_SSC: ssc=0.4 es outlier IQR para tipo=Aislamiento, equipo=Banda Elástica (-0.05–0.35). || 3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Aislamiento, equipo=Banda Elástica (1.35–1.75).",
247,back_y_raises_mancuernas,Y-Raises con Mancuernas,Aislamiento,Mancuerna,Elevación Escapular,,2.5,2.0,0.4,1.8,Trapecio Inferior,Trapecio:primary:1.0:medio/superior | Dorsales:primary:0.8:superior | Deltoides:secondary:0.6:posterior | Bíceps:secondary:0.5:sinergista | Erectores Espinales:secondary:0.2:,0,5,ORANGE,1.1_ACTIVATION_ROLE | 1.2_MULTIPLE_PRIMARY | 1.5_FREE_EMPHASIS | 1.5_FREE_EMPHASIS | 3.1_IQR_TTC,"1.1_ACTIVATION_ROLE: Erectores Espinales/secondary usa activation=0.2. || 1.2_MULTIPLE_PRIMARY: Múltiples primarios: Trapecio, Dorsales. || 1.5_FREE_EMPHASIS: Emphasis ""superior"" en un padre sin cabezas declaradas (Dorsales). || 1.5_FREE_EMPHASIS: Emphasis libre ""sinergista"" en Bíceps. || 3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Aislamiento, equipo=Mancuerna (1.35–1.75).",
248,back_y_raises_kettlebell,Y-Raises con Kettlebells,Aislamiento,Kettlebell,Elevación Escapular,,2.5,2.0,0.4,1.8,Trapecio Inferior,Trapecio:primary:1.0:medio/superior | Dorsales:primary:0.8:superior | Deltoides:secondary:0.6:posterior | Bíceps:secondary:0.5:sinergista | Erectores Espinales:secondary:0.2:,0,6,ORANGE,1.1_ACTIVATION_ROLE | 1.2_MULTIPLE_PRIMARY | 1.5_FREE_EMPHASIS | 1.5_FREE_EMPHASIS | 3.1_IQR_SSC | 3.1_IQR_TTC,"1.1_ACTIVATION_ROLE: Erectores Espinales/secondary usa activation=0.2. || 1.2_MULTIPLE_PRIMARY: Múltiples primarios: Trapecio, Dorsales. || 1.5_FREE_EMPHASIS: Emphasis ""superior"" en un padre sin cabezas declaradas (Dorsales). || 1.5_FREE_EMPHASIS: Emphasis libre ""sinergista"" en Bíceps. || 3.1_IQR_SSC: ssc=0.4 es outlier IQR para tipo=Aislamiento, equipo=Kettlebell (-0.05–0.35). || 3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Aislamiento, equipo=Kettlebell (1.35–1.75).",
249,back_y_raises_polea,Y-Raises en Polea,Aislamiento,Polea,Elevación Escapular,,2.5,2.0,0.4,1.8,Trapecio Inferior,Trapecio:primary:1.0:medio/superior | Dorsales:primary:0.8:superior | Deltoides:secondary:0.6:posterior | Bíceps:secondary:0.5:sinergista | Erectores Espinales:secondary:0.2:,0,6,ORANGE,1.1_ACTIVATION_ROLE | 1.2_MULTIPLE_PRIMARY | 1.5_FREE_EMPHASIS | 1.5_FREE_EMPHASIS | 3.1_IQR_SSC | 3.1_IQR_TTC,"1.1_ACTIVATION_ROLE: Erectores Espinales/secondary usa activation=0.2. || 1.2_MULTIPLE_PRIMARY: Múltiples primarios: Trapecio, Dorsales. || 1.5_FREE_EMPHASIS: Emphasis ""superior"" en un padre sin cabezas declaradas (Dorsales). || 1.5_FREE_EMPHASIS: Emphasis libre ""sinergista"" en Bíceps. || 3.1_IQR_SSC: ssc=0.4 es outlier IQR para tipo=Aislamiento, equipo=Polea (-0.05–0.35). || 3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Aislamiento, equipo=Polea (1.35–1.75).",
250,back_dominadas_escapulares,Dominadas Escapulares,Aislamiento,Peso Corporal,Elevación Escapular,,2.5,2.0,0.4,1.8,Trapecio Inferior,Dorsales:primary:1.0:anchura/superior | Trapecio:secondary:0.6:inferior/romboides | Deltoides:secondary:0.5:posterior | Bíceps:secondary:0.5:sinergista,0,3,RED,2.1_PATTERN_PRIMARY | 1.5_FREE_EMPHASIS | 1.5_FREE_EMPHASIS,"2.1_PATTERN_PRIMARY: Elevación Escapular espera ['Trapecio'], pero primary=['Dorsales']. || 1.5_FREE_EMPHASIS: Emphasis ""anchura/superior"" en un padre sin cabezas declaradas (Dorsales). || 1.5_FREE_EMPHASIS: Emphasis libre ""sinergista"" en Bíceps.",
251,back_hiperextensiones_45,Hiperextensiones a 45º,Aislamiento,Peso Corporal,Bisagra,,2.5,2.0,0.4,1.8,Lumbar,Erectores Espinales:primary:1.0:lumbar/espinal | Glúteo Mayor:secondary:0.6: | Isquiosurales:secondary:0.6:,0,3,RED,2.1_PATTERN_PRIMARY | 1.4_NONCANONICAL_MUSCLE | 1.5_FREE_EMPHASIS,"2.1_PATTERN_PRIMARY: Bisagra espera ['Glúteos', 'Isquiosurales'], pero primary=['Erectores Espinales']. || 1.4_NONCANONICAL_MUSCLE: ""Glúteo Mayor"" no pertenece a los 17 padres de ExerciseAnatomy.kt. || 1.5_FREE_EMPHASIS: Emphasis ""lumbar/espinal"" en un padre sin cabezas declaradas (Erectores Espinales).",
252,back_hiperextensiones_45_lastradas,Hiperextensiones a 45º Lastradas,Aislamiento,Disco,Bisagra,,2.5,2.0,0.4,1.8,Lumbar,Erectores Espinales:primary:1.0:lumbar/espinal | Glúteo Mayor:secondary:0.6: | Isquiosurales:secondary:0.6:,0,3,RED,2.1_PATTERN_PRIMARY | 1.4_NONCANONICAL_MUSCLE | 1.5_FREE_EMPHASIS,"2.1_PATTERN_PRIMARY: Bisagra espera ['Glúteos', 'Isquiosurales'], pero primary=['Erectores Espinales']. || 1.4_NONCANONICAL_MUSCLE: ""Glúteo Mayor"" no pertenece a los 17 padres de ExerciseAnatomy.kt. || 1.5_FREE_EMPHASIS: Emphasis ""lumbar/espinal"" en un padre sin cabezas declaradas (Erectores Espinales).",
253,back_hiperextensiones_horizontales,Hiperextensiones Horizontales,Aislamiento,Peso Corporal,Bisagra,,2.5,2.0,0.4,1.8,Lumbar,Erectores Espinales:primary:1.0:lumbar/espinal | Glúteo Mayor:secondary:0.6: | Isquiosurales:secondary:0.6:,0,3,RED,2.1_PATTERN_PRIMARY | 1.4_NONCANONICAL_MUSCLE | 1.5_FREE_EMPHASIS,"2.1_PATTERN_PRIMARY: Bisagra espera ['Glúteos', 'Isquiosurales'], pero primary=['Erectores Espinales']. || 1.4_NONCANONICAL_MUSCLE: ""Glúteo Mayor"" no pertenece a los 17 padres de ExerciseAnatomy.kt. || 1.5_FREE_EMPHASIS: Emphasis ""lumbar/espinal"" en un padre sin cabezas declaradas (Erectores Espinales).",
254,back_reverse_hyper,Reverse Hyper,Aislamiento,Máquina,Bisagra,,2.5,2.0,0.4,1.8,Lumbar,Erectores Espinales:primary:1.0:lumbar/espinal | Glúteo Mayor:secondary:0.6: | Isquiosurales:secondary:0.6:,0,3,RED,2.1_PATTERN_PRIMARY | 1.4_NONCANONICAL_MUSCLE | 1.5_FREE_EMPHASIS,"2.1_PATTERN_PRIMARY: Bisagra espera ['Glúteos', 'Isquiosurales'], pero primary=['Erectores Espinales']. || 1.4_NONCANONICAL_MUSCLE: ""Glúteo Mayor"" no pertenece a los 17 padres de ExerciseAnatomy.kt. || 1.5_FREE_EMPHASIS: Emphasis ""lumbar/espinal"" en un padre sin cabezas declaradas (Erectores Espinales).",
255,back_superman_suelo,Superman en Suelo,Aislamiento,Peso Corporal,Bisagra,,2.5,2.0,0.4,1.8,Lumbar,Erectores Espinales:primary:1.0:lumbar/espinal | Glúteo Mayor:secondary:0.6: | Isquiosurales:secondary:0.6:,0,3,RED,2.1_PATTERN_PRIMARY | 1.4_NONCANONICAL_MUSCLE | 1.5_FREE_EMPHASIS,"2.1_PATTERN_PRIMARY: Bisagra espera ['Glúteos', 'Isquiosurales'], pero primary=['Erectores Espinales']. || 1.4_NONCANONICAL_MUSCLE: ""Glúteo Mayor"" no pertenece a los 17 padres de ExerciseAnatomy.kt. || 1.5_FREE_EMPHASIS: Emphasis ""lumbar/espinal"" en un padre sin cabezas declaradas (Erectores Espinales).",
256,back_jefferson_curl_barra_recta,Jefferson Curl con Barra Recta,Aislamiento,Barra,Bisagra,,2.5,2.0,0.4,1.8,Lumbar / Espinal,Erectores Espinales:primary:1.0:lumbar/espinal | Glúteo Mayor:secondary:0.6: | Isquiosurales:secondary:0.6:,0,5,RED,2.1_PATTERN_PRIMARY | 3.1_HINGE_LOW_SSC | 1.4_NONCANONICAL_MUSCLE | 1.5_FREE_EMPHASIS | 3.1_IQR_TTC,"2.1_PATTERN_PRIMARY: Bisagra espera ['Glúteos', 'Isquiosurales'], pero primary=['Erectores Espinales']. || 3.1_HINGE_LOW_SSC: Bisagra con barra usa ssc=0.4. || 1.4_NONCANONICAL_MUSCLE: ""Glúteo Mayor"" no pertenece a los 17 padres de ExerciseAnatomy.kt. || 1.5_FREE_EMPHASIS: Emphasis ""lumbar/espinal"" en un padre sin cabezas declaradas (Erectores Espinales). || 3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Aislamiento, equipo=Barra (1.35–1.75).",
257,back_jefferson_curl_barra_ez,Jefferson Curl con Barra EZ,Aislamiento,Barra EZ,Bisagra,,2.5,2.0,0.4,1.8,Lumbar / Espinal,Erectores Espinales:primary:1.0:lumbar/espinal | Glúteo Mayor:secondary:0.6: | Isquiosurales:secondary:0.6:,0,5,RED,2.1_PATTERN_PRIMARY | 1.4_NONCANONICAL_MUSCLE | 1.5_FREE_EMPHASIS | 3.1_IQR_SSC | 3.1_IQR_TTC,"2.1_PATTERN_PRIMARY: Bisagra espera ['Glúteos', 'Isquiosurales'], pero primary=['Erectores Espinales']. || 1.4_NONCANONICAL_MUSCLE: ""Glúteo Mayor"" no pertenece a los 17 padres de ExerciseAnatomy.kt. || 1.5_FREE_EMPHASIS: Emphasis ""lumbar/espinal"" en un padre sin cabezas declaradas (Erectores Espinales). || 3.1_IQR_SSC: ssc=0.4 es outlier IQR para tipo=Aislamiento, equipo=Barra EZ (-0.05–0.35). || 3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Aislamiento, equipo=Barra EZ (1.35–1.75).",
258,back_jefferson_curl_mancuerna,Jefferson Curl con Mancuerna,Aislamiento,Mancuerna,Bisagra,,2.5,2.0,0.4,1.8,Lumbar / Espinal,Erectores Espinales:primary:1.0:lumbar/espinal | Glúteo Mayor:secondary:0.6: | Isquiosurales:secondary:0.6:,0,4,RED,2.1_PATTERN_PRIMARY | 1.4_NONCANONICAL_MUSCLE | 1.5_FREE_EMPHASIS | 3.1_IQR_TTC,"2.1_PATTERN_PRIMARY: Bisagra espera ['Glúteos', 'Isquiosurales'], pero primary=['Erectores Espinales']. || 1.4_NONCANONICAL_MUSCLE: ""Glúteo Mayor"" no pertenece a los 17 padres de ExerciseAnatomy.kt. || 1.5_FREE_EMPHASIS: Emphasis ""lumbar/espinal"" en un padre sin cabezas declaradas (Erectores Espinales). || 3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Aislamiento, equipo=Mancuerna (1.35–1.75).",
259,back_jefferson_curl_kettlebell,Jefferson Curl con Kettlebell,Aislamiento,Kettlebell,Bisagra,,2.5,2.0,0.4,1.8,Lumbar / Espinal,Erectores Espinales:primary:1.0:lumbar/espinal | Glúteo Mayor:secondary:0.6: | Isquiosurales:secondary:0.6:,0,5,RED,2.1_PATTERN_PRIMARY | 1.4_NONCANONICAL_MUSCLE | 1.5_FREE_EMPHASIS | 3.1_IQR_SSC | 3.1_IQR_TTC,"2.1_PATTERN_PRIMARY: Bisagra espera ['Glúteos', 'Isquiosurales'], pero primary=['Erectores Espinales']. || 1.4_NONCANONICAL_MUSCLE: ""Glúteo Mayor"" no pertenece a los 17 padres de ExerciseAnatomy.kt. || 1.5_FREE_EMPHASIS: Emphasis ""lumbar/espinal"" en un padre sin cabezas declaradas (Erectores Espinales). || 3.1_IQR_SSC: ssc=0.4 es outlier IQR para tipo=Aislamiento, equipo=Kettlebell (-0.05–0.35). || 3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Aislamiento, equipo=Kettlebell (1.35–1.75).",
260,back_jefferson_curl_disco,Jefferson Curl con Disco,Aislamiento,Disco,Bisagra,,2.5,2.0,0.4,1.8,Lumbar / Espinal,Erectores Espinales:primary:1.0:lumbar/espinal | Glúteo Mayor:secondary:0.6: | Isquiosurales:secondary:0.6:,0,3,RED,2.1_PATTERN_PRIMARY | 1.4_NONCANONICAL_MUSCLE | 1.5_FREE_EMPHASIS,"2.1_PATTERN_PRIMARY: Bisagra espera ['Glúteos', 'Isquiosurales'], pero primary=['Erectores Espinales']. || 1.4_NONCANONICAL_MUSCLE: ""Glúteo Mayor"" no pertenece a los 17 padres de ExerciseAnatomy.kt. || 1.5_FREE_EMPHASIS: Emphasis ""lumbar/espinal"" en un padre sin cabezas declaradas (Erectores Espinales).",
261,back_jefferson_curl_polea,Jefferson Curl en Polea,Aislamiento,Polea,Bisagra,,2.5,2.0,0.4,1.8,Lumbar / Espinal,Erectores Espinales:primary:1.0:lumbar/espinal | Glúteo Mayor:secondary:0.6: | Isquiosurales:secondary:0.6:,0,5,RED,2.1_PATTERN_PRIMARY | 1.4_NONCANONICAL_MUSCLE | 1.5_FREE_EMPHASIS | 3.1_IQR_SSC | 3.1_IQR_TTC,"2.1_PATTERN_PRIMARY: Bisagra espera ['Glúteos', 'Isquiosurales'], pero primary=['Erectores Espinales']. || 1.4_NONCANONICAL_MUSCLE: ""Glúteo Mayor"" no pertenece a los 17 padres de ExerciseAnatomy.kt. || 1.5_FREE_EMPHASIS: Emphasis ""lumbar/espinal"" en un padre sin cabezas declaradas (Erectores Espinales). || 3.1_IQR_SSC: ssc=0.4 es outlier IQR para tipo=Aislamiento, equipo=Polea (-0.05–0.35). || 3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Aislamiento, equipo=Polea (1.35–1.75).",
262,back_jefferson_curl_smith,Jefferson Curl en Máquina Smith,Aislamiento,Máquina Smith,Bisagra,,2.5,2.0,0.4,1.8,Lumbar / Espinal,Erectores Espinales:primary:1.0:lumbar/espinal | Glúteo Mayor:secondary:0.6: | Isquiosurales:secondary:0.6:,0,3,RED,2.1_PATTERN_PRIMARY | 1.4_NONCANONICAL_MUSCLE | 1.5_FREE_EMPHASIS,"2.1_PATTERN_PRIMARY: Bisagra espera ['Glúteos', 'Isquiosurales'], pero primary=['Erectores Espinales']. || 1.4_NONCANONICAL_MUSCLE: ""Glúteo Mayor"" no pertenece a los 17 padres de ExerciseAnatomy.kt. || 1.5_FREE_EMPHASIS: Emphasis ""lumbar/espinal"" en un padre sin cabezas declaradas (Erectores Espinales).",
263,back_extension_lumbar_maquina,Extensión Lumbar en Máquina,Aislamiento,Máquina,Bisagra,,2.5,2.0,0.4,1.8,Lumbar,Erectores Espinales:primary:1.0:lumbar/espinal | Glúteo Mayor:secondary:0.6:,0,3,RED,2.1_PATTERN_PRIMARY | 1.4_NONCANONICAL_MUSCLE | 1.5_FREE_EMPHASIS,"2.1_PATTERN_PRIMARY: Bisagra espera ['Glúteos', 'Isquiosurales'], pero primary=['Erectores Espinales']. || 1.4_NONCANONICAL_MUSCLE: ""Glúteo Mayor"" no pertenece a los 17 padres de ExerciseAnatomy.kt. || 1.5_FREE_EMPHASIS: Emphasis ""lumbar/espinal"" en un padre sin cabezas declaradas (Erectores Espinales).",
264,back_extension_lumbar_polea,Extensión Lumbar en Polea Baja,Aislamiento,Polea,Bisagra,,2.5,2.0,0.4,1.8,Lumbar,Erectores Espinales:primary:1.0:lumbar/espinal | Glúteo Mayor:secondary:0.6:,0,5,RED,2.1_PATTERN_PRIMARY | 1.4_NONCANONICAL_MUSCLE | 1.5_FREE_EMPHASIS | 3.1_IQR_SSC | 3.1_IQR_TTC,"2.1_PATTERN_PRIMARY: Bisagra espera ['Glúteos', 'Isquiosurales'], pero primary=['Erectores Espinales']. || 1.4_NONCANONICAL_MUSCLE: ""Glúteo Mayor"" no pertenece a los 17 padres de ExerciseAnatomy.kt. || 1.5_FREE_EMPHASIS: Emphasis ""lumbar/espinal"" en un padre sin cabezas declaradas (Erectores Espinales). || 3.1_IQR_SSC: ssc=0.4 es outlier IQR para tipo=Aislamiento, equipo=Polea (-0.05–0.35). || 3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Aislamiento, equipo=Polea (1.35–1.75).",
265,back_buenos_dias_polea,Buenos Días en Polea Baja,Aislamiento,Polea,Bisagra,,2.5,2.0,0.4,1.8,Lumbar,Erectores Espinales:primary:1.0:lumbar/espinal | Isquiosurales:secondary:0.6: | Glúteo Mayor:secondary:0.6:,0,5,RED,2.1_PATTERN_PRIMARY | 1.4_NONCANONICAL_MUSCLE | 1.5_FREE_EMPHASIS | 3.1_IQR_SSC | 3.1_IQR_TTC,"2.1_PATTERN_PRIMARY: Bisagra espera ['Glúteos', 'Isquiosurales'], pero primary=['Erectores Espinales']. || 1.4_NONCANONICAL_MUSCLE: ""Glúteo Mayor"" no pertenece a los 17 padres de ExerciseAnatomy.kt. || 1.5_FREE_EMPHASIS: Emphasis ""lumbar/espinal"" en un padre sin cabezas declaradas (Erectores Espinales). || 3.1_IQR_SSC: ssc=0.4 es outlier IQR para tipo=Aislamiento, equipo=Polea (-0.05–0.35). || 3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Aislamiento, equipo=Polea (1.35–1.75).",
266,back_buenos_dias_zercher_barra,Buenos Días Zercher con Barra,Aislamiento,Barra,Bisagra,,2.5,2.0,0.4,1.8,Lumbar,Erectores Espinales:primary:1.0:lumbar/espinal | Isquiosurales:secondary:0.6: | Glúteo Mayor:secondary:0.6: | Core:secondary:0.6:,0,5,RED,2.1_PATTERN_PRIMARY | 3.1_HINGE_LOW_SSC | 1.4_NONCANONICAL_MUSCLE | 1.5_FREE_EMPHASIS | 3.1_IQR_TTC,"2.1_PATTERN_PRIMARY: Bisagra espera ['Glúteos', 'Isquiosurales'], pero primary=['Erectores Espinales']. || 3.1_HINGE_LOW_SSC: Bisagra con barra usa ssc=0.4. || 1.4_NONCANONICAL_MUSCLE: ""Glúteo Mayor"" no pertenece a los 17 padres de ExerciseAnatomy.kt. || 1.5_FREE_EMPHASIS: Emphasis ""lumbar/espinal"" en un padre sin cabezas declaradas (Erectores Espinales). || 3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Aislamiento, equipo=Barra (1.35–1.75).",
267,back_buenos_dias_kettlebell,Buenos Días con Kettlebell,Aislamiento,Kettlebell,Bisagra,,2.5,2.0,0.4,1.8,Lumbar,Erectores Espinales:primary:1.0:lumbar/espinal | Isquiosurales:secondary:0.6: | Glúteo Mayor:secondary:0.6:,0,5,RED,2.1_PATTERN_PRIMARY | 1.4_NONCANONICAL_MUSCLE | 1.5_FREE_EMPHASIS | 3.1_IQR_SSC | 3.1_IQR_TTC,"2.1_PATTERN_PRIMARY: Bisagra espera ['Glúteos', 'Isquiosurales'], pero primary=['Erectores Espinales']. || 1.4_NONCANONICAL_MUSCLE: ""Glúteo Mayor"" no pertenece a los 17 padres de ExerciseAnatomy.kt. || 1.5_FREE_EMPHASIS: Emphasis ""lumbar/espinal"" en un padre sin cabezas declaradas (Erectores Espinales). || 3.1_IQR_SSC: ssc=0.4 es outlier IQR para tipo=Aislamiento, equipo=Kettlebell (-0.05–0.35). || 3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Aislamiento, equipo=Kettlebell (1.35–1.75).",
