index,id,name,type,equipment,movementPattern,variantGroupId,efc,cnc,ssc,ttc,subMuscleGroup,muscles,technicalAspectCount,flagCount,highestSeverity,flagCodes,flagDetails,sample10Percent
194,back_remo_renegado_mancuernas,Remo Renegado con Mancuernas,Accesorio,Mancuerna,Tirón Horizontal,,2.5,2.0,0.4,1.8,Dorsales,Dorsales:primary:1.0:dorsal medio/inferior | Trapecio:secondary:0.7:medio/romboides | Deltoides:secondary:0.5:posterior | Bíceps:secondary:0.5:sinergista | Erectores Espinales:secondary:0.3:,0,4,BLUE,1.5_FREE_EMPHASIS | 1.5_FREE_EMPHASIS | 3.1_IQR_CNC | 3.1_IQR_SSC,"1.5_FREE_EMPHASIS: Emphasis ""dorsal medio/inferior"" en un padre sin cabezas declaradas (Dorsales). || 1.5_FREE_EMPHASIS: Emphasis libre ""sinergista"" en Bíceps. || 3.1_IQR_CNC: cnc=2.0 es outlier IQR para tipo=Accesorio, equipo=Mancuerna (2.08–2.27). || 3.1_IQR_SSC: ssc=0.4 es outlier IQR para tipo=Accesorio, equipo=Mancuerna (0.50–0.50).",
195,back_remo_renegado_kettlebell,Remo Renegado con Kettlebells,Accesorio,Kettlebell,Tirón Horizontal,,2.5,2.0,0.4,1.8,Dorsales,Dorsales:primary:1.0:dorsal medio/inferior | Trapecio:secondary:0.7:medio/romboides | Deltoides:secondary:0.5:posterior | Bíceps:secondary:0.5:sinergista | Erectores Espinales:secondary:0.3:,0,6,BLUE,1.5_FREE_EMPHASIS | 1.5_FREE_EMPHASIS | 3.1_IQR_CNC | 3.1_IQR_EFC | 3.1_IQR_SSC | 3.1_IQR_TTC,"1.5_FREE_EMPHASIS: Emphasis ""dorsal medio/inferior"" en un padre sin cabezas declaradas (Dorsales). || 1.5_FREE_EMPHASIS: Emphasis libre ""sinergista"" en Bíceps. || 3.1_IQR_CNC: cnc=2.0 es outlier IQR para tipo=Accesorio, equipo=Kettlebell (2.20–2.20). || 3.1_IQR_EFC: efc=2.5 es outlier IQR para tipo=Accesorio, equipo=Kettlebell (2.80–2.80). || 3.1_IQR_SSC: ssc=0.4 es outlier IQR para tipo=Accesorio, equipo=Kettlebell (0.50–0.50). || 3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Accesorio, equipo=Kettlebell (2.00–2.00).",
196,back_remo_gorilla_mancuernas,Remo Gorilla con Mancuernas,Accesorio,Mancuerna,Tirón Horizontal,,2.5,2.0,0.4,1.8,Dorsales,Dorsales:primary:1.0:dorsal medio/inferior | Trapecio:secondary:0.7:medio/romboides | Deltoides:secondary:0.5:posterior | Bíceps:secondary:0.5:sinergista | Erectores Espinales:secondary:0.3:,0,4,BLUE,1.5_FREE_EMPHASIS | 1.5_FREE_EMPHASIS | 3.1_IQR_CNC | 3.1_IQR_SSC,"1.5_FREE_EMPHASIS: Emphasis ""dorsal medio/inferior"" en un padre sin cabezas declaradas (Dorsales). || 1.5_FREE_EMPHASIS: Emphasis libre ""sinergista"" en Bíceps. || 3.1_IQR_CNC: cnc=2.0 es outlier IQR para tipo=Accesorio, equipo=Mancuerna (2.08–2.27). || 3.1_IQR_SSC: ssc=0.4 es outlier IQR para tipo=Accesorio, equipo=Mancuerna (0.50–0.50).",
197,back_remo_gorilla_kettlebell,Remo Gorilla con Kettlebells,Accesorio,Kettlebell,Tirón Horizontal,,2.5,2.0,0.4,1.8,Dorsales,Dorsales:primary:1.0:dorsal medio/inferior | Trapecio:secondary:0.7:medio/romboides | Deltoides:secondary:0.5:posterior | Bíceps:secondary:0.5:sinergista | Erectores Espinales:secondary:0.3:,0,6,BLUE,1.5_FREE_EMPHASIS | 1.5_FREE_EMPHASIS | 3.1_IQR_CNC | 3.1_IQR_EFC | 3.1_IQR_SSC | 3.1_IQR_TTC,"1.5_FREE_EMPHASIS: Emphasis ""dorsal medio/inferior"" en un padre sin cabezas declaradas (Dorsales). || 1.5_FREE_EMPHASIS: Emphasis libre ""sinergista"" en Bíceps. || 3.1_IQR_CNC: cnc=2.0 es outlier IQR para tipo=Accesorio, equipo=Kettlebell (2.20–2.20). || 3.1_IQR_EFC: efc=2.5 es outlier IQR para tipo=Accesorio, equipo=Kettlebell (2.80–2.80). || 3.1_IQR_SSC: ssc=0.4 es outlier IQR para tipo=Accesorio, equipo=Kettlebell (0.50–0.50). || 3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Accesorio, equipo=Kettlebell (2.00–2.00).",
198,back_remo_maquina_ancho,Remo en Máquina (Agarre Ancho),Accesorio,Máquina,Tirón Horizontal,,2.5,2.0,0.4,1.8,Espalda Alta,Trapecio:primary:1.0:medio/superior | Dorsales:primary:0.8:superior | Deltoides:secondary:0.6:posterior | Bíceps:secondary:0.5:sinergista | Erectores Espinales:secondary:0.3:,0,3,BLUE,1.2_MULTIPLE_PRIMARY | 1.5_FREE_EMPHASIS | 1.5_FREE_EMPHASIS,"1.2_MULTIPLE_PRIMARY: Múltiples primarios: Trapecio, Dorsales. || 1.5_FREE_EMPHASIS: Emphasis ""superior"" en un padre sin cabezas declaradas (Dorsales). || 1.5_FREE_EMPHASIS: Emphasis libre ""sinergista"" en Bíceps.",
199,back_remo_maquina_cerrado,Remo en Máquina (Agarre Cerrado),Accesorio,Máquina,Tirón Horizontal,,2.5,2.0,0.4,1.8,Dorsal Inferior,Dorsales:primary:1.0:dorsal medio/inferior | Trapecio:secondary:0.7:medio/romboides | Deltoides:secondary:0.5:posterior | Bíceps:secondary:0.5:sinergista | Erectores Espinales:secondary:0.3:,0,2,BLUE,1.5_FREE_EMPHASIS | 1.5_FREE_EMPHASIS,"1.5_FREE_EMPHASIS: Emphasis ""dorsal medio/inferior"" en un padre sin cabezas declaradas (Dorsales). || 1.5_FREE_EMPHASIS: Emphasis libre ""sinergista"" en Bíceps.",
200,back_remo_maquina_smith_ancho,Remo en Máquina Smith (Agarre Ancho),Accesorio,Máquina Smith,Tirón Horizontal,,2.5,2.0,0.4,1.8,Espalda Alta,Trapecio:primary:1.0:medio/superior | Dorsales:primary:0.8:superior | Deltoides:secondary:0.6:posterior | Bíceps:secondary:0.5:sinergista | Erectores Espinales:secondary:0.3:,0,7,BLUE,1.2_MULTIPLE_PRIMARY | 1.5_FREE_EMPHASIS | 1.5_FREE_EMPHASIS | 3.1_IQR_CNC | 3.1_IQR_EFC | 3.1_IQR_SSC | 3.1_IQR_TTC,"1.2_MULTIPLE_PRIMARY: Múltiples primarios: Trapecio, Dorsales. || 1.5_FREE_EMPHASIS: Emphasis ""superior"" en un padre sin cabezas declaradas (Dorsales). || 1.5_FREE_EMPHASIS: Emphasis libre ""sinergista"" en Bíceps. || 3.1_IQR_CNC: cnc=2.0 es outlier IQR para tipo=Accesorio, equipo=Máquina Smith (2.20–2.20). || 3.1_IQR_EFC: efc=2.5 es outlier IQR para tipo=Accesorio, equipo=Máquina Smith (2.80–2.80). || 3.1_IQR_SSC: ssc=0.4 es outlier IQR para tipo=Accesorio, equipo=Máquina Smith (0.50–0.50). || 3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Accesorio, equipo=Máquina Smith (2.00–2.00).",
201,back_remo_maquina_smith_cerrado,Remo en Máquina Smith (Agarre Cerrado),Accesorio,Máquina Smith,Tirón Horizontal,,2.5,2.0,0.4,1.8,Dorsal Inferior,Dorsales:primary:1.0:dorsal medio/inferior | Trapecio:secondary:0.7:medio/romboides | Deltoides:secondary:0.5:posterior | Bíceps:secondary:0.5:sinergista | Erectores Espinales:secondary:0.3:,0,6,BLUE,1.5_FREE_EMPHASIS | 1.5_FREE_EMPHASIS | 3.1_IQR_CNC | 3.1_IQR_EFC | 3.1_IQR_SSC | 3.1_IQR_TTC,"1.5_FREE_EMPHASIS: Emphasis ""dorsal medio/inferior"" en un padre sin cabezas declaradas (Dorsales). || 1.5_FREE_EMPHASIS: Emphasis libre ""sinergista"" en Bíceps. || 3.1_IQR_CNC: cnc=2.0 es outlier IQR para tipo=Accesorio, equipo=Máquina Smith (2.20–2.20). || 3.1_IQR_EFC: efc=2.5 es outlier IQR para tipo=Accesorio, equipo=Máquina Smith (2.80–2.80). || 3.1_IQR_SSC: ssc=0.4 es outlier IQR para tipo=Accesorio, equipo=Máquina Smith (0.50–0.50). || 3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Accesorio, equipo=Máquina Smith (2.00–2.00).",YES
202,back_remo_invertido_barra_fija,Remo Invertido en Barra Fija,Accesorio,Peso Corporal,Tirón Horizontal,,2.5,2.0,0.4,1.8,Dorsales,Dorsales:primary:1.0:dorsal medio/inferior | Trapecio:secondary:0.7:medio/romboides | Deltoides:secondary:0.5:posterior | Bíceps:secondary:0.5:sinergista | Erectores Espinales:secondary:0.3:,0,4,BLUE,1.5_FREE_EMPHASIS | 1.5_FREE_EMPHASIS | 3.1_IQR_EFC | 3.1_IQR_SSC,"1.5_FREE_EMPHASIS: Emphasis ""dorsal medio/inferior"" en un padre sin cabezas declaradas (Dorsales). || 1.5_FREE_EMPHASIS: Emphasis libre ""sinergista"" en Bíceps. || 3.1_IQR_EFC: efc=2.5 es outlier IQR para tipo=Accesorio, equipo=Peso Corporal (2.80–2.80). || 3.1_IQR_SSC: ssc=0.4 es outlier IQR para tipo=Accesorio, equipo=Peso Corporal (0.50–0.50).",
203,back_remo_invertido_trx,Remo Invertido en TRX,Accesorio,TRX,Tirón Horizontal,,2.5,2.0,0.4,1.8,Dorsales,Dorsales:primary:1.0:dorsal medio/inferior | Trapecio:secondary:0.7:medio/romboides | Deltoides:secondary:0.5:posterior | Bíceps:secondary:0.5:sinergista | Erectores Espinales:secondary:0.3:,0,2,BLUE,1.5_FREE_EMPHASIS | 1.5_FREE_EMPHASIS,"1.5_FREE_EMPHASIS: Emphasis ""dorsal medio/inferior"" en un padre sin cabezas declaradas (Dorsales). || 1.5_FREE_EMPHASIS: Emphasis libre ""sinergista"" en Bíceps.",
204,back_jalon_pecho_polea_ancho,Jalón al Pecho en Polea (Agarre Ancho),Accesorio,Polea,Tirón Vertical,,2.5,2.0,0.4,1.8,Anchura Dorsal,Trapecio:primary:1.0:medio/superior | Dorsales:primary:0.8:superior | Deltoides:secondary:0.6:posterior | Bíceps:secondary:0.5:sinergista | Erectores Espinales:secondary:0.3:,0,3,BLUE,1.2_MULTIPLE_PRIMARY | 1.5_FREE_EMPHASIS | 1.5_FREE_EMPHASIS,"1.2_MULTIPLE_PRIMARY: Múltiples primarios: Trapecio, Dorsales. || 1.5_FREE_EMPHASIS: Emphasis ""superior"" en un padre sin cabezas declaradas (Dorsales). || 1.5_FREE_EMPHASIS: Emphasis libre ""sinergista"" en Bíceps.",
205,back_jalon_pecho_polea_cerrado,Jalón al Pecho en Polea (Agarre Cerrado / V),Accesorio,Polea,Tirón Vertical,,2.5,2.0,0.4,1.8,Dorsal Inferior,Dorsales:primary:1.0:anchura/superior | Trapecio:secondary:0.6:inferior/romboides | Deltoides:secondary:0.5:posterior | Bíceps:secondary:0.5:sinergista,0,2,BLUE,1.5_FREE_EMPHASIS | 1.5_FREE_EMPHASIS,"1.5_FREE_EMPHASIS: Emphasis ""anchura/superior"" en un padre sin cabezas declaradas (Dorsales). || 1.5_FREE_EMPHASIS: Emphasis libre ""sinergista"" en Bíceps.",
206,back_jalon_pecho_polea_unilateral,Jalón al Pecho Unilateral en Polea,Accesorio,Polea,Tirón Vertical,,2.5,2.0,0.4,1.8,Dorsales,Dorsales:primary:1.0:anchura/superior | Trapecio:secondary:0.6:inferior/romboides | Deltoides:secondary:0.5:posterior | Bíceps:secondary:0.5:sinergista,0,2,BLUE,1.5_FREE_EMPHASIS | 1.5_FREE_EMPHASIS,"1.5_FREE_EMPHASIS: Emphasis ""anchura/superior"" en un padre sin cabezas declaradas (Dorsales). || 1.5_FREE_EMPHASIS: Emphasis libre ""sinergista"" en Bíceps.",
207,back_jalon_neutro_polea,Jalón Neutro en Polea,Accesorio,Polea,Tirón Vertical,,2.5,2.0,0.4,1.8,Dorsales,Dorsales:primary:1.0:anchura/superior | Trapecio:secondary:0.6:inferior/romboides | Deltoides:secondary:0.5:posterior | Bíceps:secondary:0.5:sinergista,0,2,BLUE,1.5_FREE_EMPHASIS | 1.5_FREE_EMPHASIS,"1.5_FREE_EMPHASIS: Emphasis ""anchura/superior"" en un padre sin cabezas declaradas (Dorsales). || 1.5_FREE_EMPHASIS: Emphasis libre ""sinergista"" en Bíceps.",
208,back_jalon_pecho_maquina_ancho,Jalón al Pecho en Máquina (Agarre Ancho),Accesorio,Máquina,Tirón Vertical,,2.5,2.0,0.4,1.8,Anchura Dorsal,Trapecio:primary:1.0:medio/superior | Dorsales:primary:0.8:superior | Deltoides:secondary:0.6:posterior | Bíceps:secondary:0.5:sinergista | Erectores Espinales:secondary:0.3:,0,3,BLUE,1.2_MULTIPLE_PRIMARY | 1.5_FREE_EMPHASIS | 1.5_FREE_EMPHASIS,"1.2_MULTIPLE_PRIMARY: Múltiples primarios: Trapecio, Dorsales. || 1.5_FREE_EMPHASIS: Emphasis ""superior"" en un padre sin cabezas declaradas (Dorsales). || 1.5_FREE_EMPHASIS: Emphasis libre ""sinergista"" en Bíceps.",
209,back_jalon_pecho_maquina_cerrado,Jalón al Pecho en Máquina (Agarre Cerrado),Accesorio,Máquina,Tirón Vertical,,2.5,2.0,0.4,1.8,Dorsal Inferior,Dorsales:primary:1.0:anchura/superior | Trapecio:secondary:0.6:inferior/romboides | Deltoides:secondary:0.5:posterior | Bíceps:secondary:0.5:sinergista,0,2,BLUE,1.5_FREE_EMPHASIS | 1.5_FREE_EMPHASIS,"1.5_FREE_EMPHASIS: Emphasis ""anchura/superior"" en un padre sin cabezas declaradas (Dorsales). || 1.5_FREE_EMPHASIS: Emphasis libre ""sinergista"" en Bíceps.",YES
210,back_jalon_banda_ancho,Jalón en Banda Elástica (Agarre Ancho),Accesorio,Banda Elástica,Tirón Vertical,,2.5,2.0,0.4,1.8,Anchura Dorsal,Trapecio:primary:1.0:medio/superior | Dorsales:primary:0.8:superior | Deltoides:secondary:0.6:posterior | Bíceps:secondary:0.5:sinergista | Erectores Espinales:secondary:0.3:,0,3,BLUE,1.2_MULTIPLE_PRIMARY | 1.5_FREE_EMPHASIS | 1.5_FREE_EMPHASIS,"1.2_MULTIPLE_PRIMARY: Múltiples primarios: Trapecio, Dorsales. || 1.5_FREE_EMPHASIS: Emphasis ""superior"" en un padre sin cabezas declaradas (Dorsales). || 1.5_FREE_EMPHASIS: Emphasis libre ""sinergista"" en Bíceps.",
211,back_jalon_banda_cerrado,Jalón en Banda Elástica (Agarre Cerrado),Accesorio,Banda Elástica,Tirón Vertical,,2.5,2.0,0.4,1.8,Dorsal Inferior,Dorsales:primary:1.0:anchura/superior | Trapecio:secondary:0.6:inferior/romboides | Deltoides:secondary:0.5:posterior | Bíceps:secondary:0.5:sinergista,0,2,BLUE,1.5_FREE_EMPHASIS | 1.5_FREE_EMPHASIS,"1.5_FREE_EMPHASIS: Emphasis ""anchura/superior"" en un padre sin cabezas declaradas (Dorsales). || 1.5_FREE_EMPHASIS: Emphasis libre ""sinergista"" en Bíceps.",
212,back_dominadas_pronas,Dominadas Pronas,Aislamiento,Peso Corporal,Tirón Vertical,,2.5,2.0,0.4,1.8,Anchura Dorsal,Dorsales:primary:1.0:anchura/superior | Trapecio:secondary:0.6:inferior/romboides | Deltoides:secondary:0.5:posterior | Bíceps:secondary:0.5:sinergista,0,2,BLUE,1.5_FREE_EMPHASIS | 1.5_FREE_EMPHASIS,"1.5_FREE_EMPHASIS: Emphasis ""anchura/superior"" en un padre sin cabezas declaradas (Dorsales). || 1.5_FREE_EMPHASIS: Emphasis libre ""sinergista"" en Bíceps.",
213,back_dominadas_supinas,Dominadas Supinas (Chin-Ups),Aislamiento,Peso Corporal,Tirón Vertical,,2.5,2.0,0.4,1.8,Dorsales,Dorsales:primary:1.0:anchura/superior | Trapecio:secondary:0.6:inferior/romboides | Deltoides:secondary:0.5:posterior | Bíceps:secondary:0.5:sinergista,0,2,BLUE,1.5_FREE_EMPHASIS | 1.5_FREE_EMPHASIS,"1.5_FREE_EMPHASIS: Emphasis ""anchura/superior"" en un padre sin cabezas declaradas (Dorsales). || 1.5_FREE_EMPHASIS: Emphasis libre ""sinergista"" en Bíceps.",
214,back_dominadas_neutras,Dominadas Neutras,Aislamiento,Peso Corporal,Tirón Vertical,,2.5,2.0,0.4,1.8,Dorsales,Dorsales:primary:1.0:anchura/superior | Trapecio:secondary:0.6:inferior/romboides | Deltoides:secondary:0.5:posterior | Bíceps:secondary:0.5:sinergista,0,2,BLUE,1.5_FREE_EMPHASIS | 1.5_FREE_EMPHASIS,"1.5_FREE_EMPHASIS: Emphasis ""anchura/superior"" en un padre sin cabezas declaradas (Dorsales). || 1.5_FREE_EMPHASIS: Emphasis libre ""sinergista"" en Bíceps.",
215,back_dominadas_lastradas,Dominadas Lastradas,Aislamiento,Peso Corporal,Tirón Vertical,,2.5,2.0,0.4,1.8,Anchura Dorsal,Dorsales:primary:1.0:anchura/superior | Trapecio:secondary:0.6:inferior/romboides | Deltoides:secondary:0.5:posterior | Bíceps:secondary:0.5:sinergista,0,2,BLUE,1.5_FREE_EMPHASIS | 1.5_FREE_EMPHASIS,"1.5_FREE_EMPHASIS: Emphasis ""anchura/superior"" en un padre sin cabezas declaradas (Dorsales). || 1.5_FREE_EMPHASIS: Emphasis libre ""sinergista"" en Bíceps.",
216,back_dominadas_asistidas_maquina,Dominadas Asistidas en Máquina,Aislamiento,Máquina,Tirón Vertical,,2.5,2.0,0.4,1.8,Dorsales,Dorsales:primary:1.0:anchura/superior | Trapecio:secondary:0.6:inferior/romboides | Deltoides:secondary:0.5:posterior | Bíceps:secondary:0.5:sinergista,0,2,BLUE,1.5_FREE_EMPHASIS | 1.5_FREE_EMPHASIS,"1.5_FREE_EMPHASIS: Emphasis ""anchura/superior"" en un padre sin cabezas declaradas (Dorsales). || 1.5_FREE_EMPHASIS: Emphasis libre ""sinergista"" en Bíceps.",
217,back_dominadas_asistidas_banda,Dominadas Asistidas en Banda Elástica,Aislamiento,Banda Elástica,Tirón Vertical,,2.5,2.0,0.4,1.8,Dorsales,Dorsales:primary:1.0:anchura/superior | Trapecio:secondary:0.6:inferior/romboides | Deltoides:secondary:0.5:posterior | Bíceps:secondary:0.5:sinergista,0,4,BLUE,1.5_FREE_EMPHASIS | 1.5_FREE_EMPHASIS | 3.1_IQR_SSC | 3.1_IQR_TTC,"1.5_FREE_EMPHASIS: Emphasis ""anchura/superior"" en un padre sin cabezas declaradas (Dorsales). || 1.5_FREE_EMPHASIS: Emphasis libre ""sinergista"" en Bíceps. || 3.1_IQR_SSC: ssc=0.4 es outlier IQR para tipo=Aislamiento, equipo=Banda Elástica (-0.05–0.35). || 3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Aislamiento, equipo=Banda Elástica (1.35–1.75).",
218,back_dominadas_anillas,Dominadas en Anillas,Aislamiento,Peso Corporal,Tirón Vertical,,2.5,2.0,0.4,1.8,Dorsales,Dorsales:primary:1.0:anchura/superior | Trapecio:secondary:0.6:inferior/romboides | Deltoides:secondary:0.5:posterior | Bíceps:secondary:0.5:sinergista,0,2,BLUE,1.5_FREE_EMPHASIS | 1.5_FREE_EMPHASIS,"1.5_FREE_EMPHASIS: Emphasis ""anchura/superior"" en un padre sin cabezas declaradas (Dorsales). || 1.5_FREE_EMPHASIS: Emphasis libre ""sinergista"" en Bíceps.",
219,back_pullover_mancuerna,Pullover con Mancuerna,Aislamiento,Mancuerna,Tirón Vertical,,2.5,2.0,0.4,1.8,Dorsales,Dorsales:primary:1.0:extension hombro | Pectorales:secondary:0.6:esternal | Tríceps:secondary:0.5:cabeza larga | Core:stabilizer:0.3:,0,4,YELLOW,3.2_DEAD_STABILIZER_GATE | 1.5_FREE_EMPHASIS | 1.5_FREE_EMPHASIS | 3.1_IQR_TTC,"3.2_DEAD_STABILIZER_GATE: Tiene stabilizers pero ssc=0.4<1.5; el gate puede volverlos dato muerto. || 1.5_FREE_EMPHASIS: Emphasis ""extension hombro"" en un padre sin cabezas declaradas (Dorsales). || 1.5_FREE_EMPHASIS: Emphasis libre ""esternal"" en Pectorales. || 3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Aislamiento, equipo=Mancuerna (1.35–1.75).",
220,back_pullover_kettlebell,Pullover con Kettlebell,Aislamiento,Kettlebell,Tirón Vertical,,2.5,2.0,0.4,1.8,Dorsales,Dorsales:primary:1.0:extension hombro | Pectorales:secondary:0.6:esternal | Tríceps:secondary:0.5:cabeza larga | Core:stabilizer:0.3:,0,5,YELLOW,3.2_DEAD_STABILIZER_GATE | 1.5_FREE_EMPHASIS | 1.5_FREE_EMPHASIS | 3.1_IQR_SSC | 3.1_IQR_TTC,"3.2_DEAD_STABILIZER_GATE: Tiene stabilizers pero ssc=0.4<1.5; el gate puede volverlos dato muerto. || 1.5_FREE_EMPHASIS: Emphasis ""extension hombro"" en un padre sin cabezas declaradas (Dorsales). || 1.5_FREE_EMPHASIS: Emphasis libre ""esternal"" en Pectorales. || 3.1_IQR_SSC: ssc=0.4 es outlier IQR para tipo=Aislamiento, equipo=Kettlebell (-0.05–0.35). || 3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Aislamiento, equipo=Kettlebell (1.35–1.75).",
221,back_pullover_barra_recta,Pullover con Barra Recta,Aislamiento,Barra,Tirón Vertical,,2.5,2.0,0.4,1.8,Dorsales,Dorsales:primary:1.0:extension hombro | Pectorales:secondary:0.6:esternal | Tríceps:secondary:0.5:cabeza larga | Core:stabilizer:0.3:,0,4,YELLOW,3.2_DEAD_STABILIZER_GATE | 1.5_FREE_EMPHASIS | 1.5_FREE_EMPHASIS | 3.1_IQR_TTC,"3.2_DEAD_STABILIZER_GATE: Tiene stabilizers pero ssc=0.4<1.5; el gate puede volverlos dato muerto. || 1.5_FREE_EMPHASIS: Emphasis ""extension hombro"" en un padre sin cabezas declaradas (Dorsales). || 1.5_FREE_EMPHASIS: Emphasis libre ""esternal"" en Pectorales. || 3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Aislamiento, equipo=Barra (1.35–1.75).",
222,back_pullover_barra_ez,Pullover con Barra EZ,Aislamiento,Barra EZ,Tirón Vertical,,2.5,2.0,0.4,1.8,Dorsales,Dorsales:primary:1.0:extension hombro | Pectorales:secondary:0.6:esternal | Tríceps:secondary:0.5:cabeza larga | Core:stabilizer:0.3:,0,5,YELLOW,3.2_DEAD_STABILIZER_GATE | 1.5_FREE_EMPHASIS | 1.5_FREE_EMPHASIS | 3.1_IQR_SSC | 3.1_IQR_TTC,"3.2_DEAD_STABILIZER_GATE: Tiene stabilizers pero ssc=0.4<1.5; el gate puede volverlos dato muerto. || 1.5_FREE_EMPHASIS: Emphasis ""extension hombro"" en un padre sin cabezas declaradas (Dorsales). || 1.5_FREE_EMPHASIS: Emphasis libre ""esternal"" en Pectorales. || 3.1_IQR_SSC: ssc=0.4 es outlier IQR para tipo=Aislamiento, equipo=Barra EZ (-0.05–0.35). || 3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Aislamiento, equipo=Barra EZ (1.35–1.75).",
223,back_pullover_polea,Pullover en Polea Alta,Aislamiento,Polea,Tirón Vertical,,2.5,2.0,0.4,1.8,Dorsales,Dorsales:primary:1.0:extension hombro | Pectorales:secondary:0.6:esternal | Tríceps:secondary:0.5:cabeza larga | Core:stabilizer:0.3:,0,5,YELLOW,3.2_DEAD_STABILIZER_GATE | 1.5_FREE_EMPHASIS | 1.5_FREE_EMPHASIS | 3.1_IQR_SSC | 3.1_IQR_TTC,"3.2_DEAD_STABILIZER_GATE: Tiene stabilizers pero ssc=0.4<1.5; el gate puede volverlos dato muerto. || 1.5_FREE_EMPHASIS: Emphasis ""extension hombro"" en un padre sin cabezas declaradas (Dorsales). || 1.5_FREE_EMPHASIS: Emphasis libre ""esternal"" en Pectorales. || 3.1_IQR_SSC: ssc=0.4 es outlier IQR para tipo=Aislamiento, equipo=Polea (-0.05–0.35). || 3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Aislamiento, equipo=Polea (1.35–1.75).",
224,back_pullover_polea_unilateral,Pullover en Polea Alta Unilateral,Aislamiento,Polea,Tirón Vertical,,2.5,2.0,0.4,1.8,Dorsales,Dorsales:primary:1.0:extension hombro | Pectorales:secondary:0.6:esternal | Tríceps:secondary:0.5:cabeza larga | Core:stabilizer:0.3:,0,5,YELLOW,3.2_DEAD_STABILIZER_GATE | 1.5_FREE_EMPHASIS | 1.5_FREE_EMPHASIS | 3.1_IQR_SSC | 3.1_IQR_TTC,"3.2_DEAD_STABILIZER_GATE: Tiene stabilizers pero ssc=0.4<1.5; el gate puede volverlos dato muerto. || 1.5_FREE_EMPHASIS: Emphasis ""extension hombro"" en un padre sin cabezas declaradas (Dorsales). || 1.5_FREE_EMPHASIS: Emphasis libre ""esternal"" en Pectorales. || 3.1_IQR_SSC: ssc=0.4 es outlier IQR para tipo=Aislamiento, equipo=Polea (-0.05–0.35). || 3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Aislamiento, equipo=Polea (1.35–1.75).",
225,back_pullover_banda,Pullover en Banda Elástica,Aislamiento,Banda Elástica,Tirón Vertical,,2.5,2.0,0.4,1.8,Dorsales,Dorsales:primary:1.0:extension hombro | Pectorales:secondary:0.6:esternal | Tríceps:secondary:0.5:cabeza larga | Core:stabilizer:0.3:,0,5,YELLOW,3.2_DEAD_STABILIZER_GATE | 1.5_FREE_EMPHASIS | 1.5_FREE_EMPHASIS | 3.1_IQR_SSC | 3.1_IQR_TTC,"3.2_DEAD_STABILIZER_GATE: Tiene stabilizers pero ssc=0.4<1.5; el gate puede volverlos dato muerto. || 1.5_FREE_EMPHASIS: Emphasis ""extension hombro"" en un padre sin cabezas declaradas (Dorsales). || 1.5_FREE_EMPHASIS: Emphasis libre ""esternal"" en Pectorales. || 3.1_IQR_SSC: ssc=0.4 es outlier IQR para tipo=Aislamiento, equipo=Banda Elástica (-0.05–0.35). || 3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Aislamiento, equipo=Banda Elástica (1.35–1.75).",
226,back_pullover_maquina,Pullover en Máquina,Aislamiento,Máquina,Tirón Vertical,,2.5,2.0,0.4,1.8,Dorsales,Dorsales:primary:1.0:extension hombro | Pectorales:secondary:0.6:esternal | Tríceps:secondary:0.5:cabeza larga | Core:stabilizer:0.3:,0,3,YELLOW,3.2_DEAD_STABILIZER_GATE | 1.5_FREE_EMPHASIS | 1.5_FREE_EMPHASIS,"3.2_DEAD_STABILIZER_GATE: Tiene stabilizers pero ssc=0.4<1.5; el gate puede volverlos dato muerto. || 1.5_FREE_EMPHASIS: Emphasis ""extension hombro"" en un padre sin cabezas declaradas (Dorsales). || 1.5_FREE_EMPHASIS: Emphasis libre ""esternal"" en Pectorales.",
227,back_encogimientos_barra_recta,Encogimientos de Hombros con Barra Recta,Aislamiento,Barra,Elevación Escapular,,2.5,2.0,0.4,1.8,Trapecio Superior,Trapecio:primary:1.0:superior | Antebrazo:secondary:0.5:agarre,0,2,BLUE,1.5_FREE_EMPHASIS | 3.1_IQR_TTC,"1.5_FREE_EMPHASIS: Emphasis libre ""agarre"" en Antebrazo. || 3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Aislamiento, equipo=Barra (1.35–1.75).",
228,back_encogimientos_barra_hexagonal,Encogimientos de Hombros con Barra Hexagonal,Aislamiento,Barra Hexagonal,Elevación Escapular,,2.5,2.0,0.4,1.8,Trapecio Superior,Trapecio:primary:1.0:superior | Antebrazo:secondary:0.5:agarre,0,1,BLUE,1.5_FREE_EMPHASIS,"1.5_FREE_EMPHASIS: Emphasis libre ""agarre"" en Antebrazo.",
